   6.67213767E-18              NaN
   3.69848640E-05  -1.00883293    
   5.30346442E-05  -1.00583124    
   6.54827963E-05  -1.00355029    
   7.60493276E-05  -1.00163889    
   8.54060636E-05 -0.999962270    
   9.38994344E-05 -0.998451650    
   1.01736172E-04 -0.997066319    
   1.09051427E-04 -0.995779932    
   1.15939329E-04 -0.994574070    
   1.22468598E-04 -0.993435562    
   1.28691259E-04 -0.992354333    
   1.34647795E-04 -0.991322696    
   1.40370437E-04 -0.990334451    
   1.45885395E-04 -0.989384592    
   1.51214292E-04 -0.988469064    
   1.56375216E-04 -0.987584412    
   1.61383505E-04 -0.986727774    
   1.66252255E-04 -0.985896647    
   1.70992818E-04 -0.985088885    
   1.75615060E-04 -0.984302700    
   1.80127623E-04 -0.983536482    
   1.84538192E-04 -0.982788742    
   1.88853533E-04 -0.982058287    
   1.93079730E-04 -0.981343865    
   1.97222165E-04 -0.980644584    
   2.01285875E-04 -0.979959548    
   2.05275210E-04 -0.979287863    
   2.09194215E-04 -0.978628755    
   2.13046587E-04 -0.977981627    
   2.16835746E-04 -0.977345884    
   2.20564747E-04 -0.976720810    
   2.24236472E-04 -0.976106048    
   2.27853510E-04 -0.975500941    
   2.31418308E-04 -0.974905252    
   2.34933104E-04 -0.974318385    
   2.38400055E-04 -0.973740041    
   2.41821064E-04 -0.973169863    
   2.45197967E-04 -0.972607493    
   2.48532568E-04 -0.972052634    
   2.51826335E-04 -0.971504986    
   2.55080755E-04 -0.970964253    
   2.58297339E-04 -0.970430255    
   2.61477398E-04 -0.969902754    
   2.64622155E-04 -0.969381392    
   2.67732772E-04 -0.968866050    
   2.70810415E-04 -0.968356550    
   2.73856102E-04 -0.967852652    
   2.76870793E-04 -0.967354178    
   2.79855594E-04 -0.966861010    
   2.82811234E-04 -0.966372907    
   2.85738701E-04 -0.965889752    
   2.88638694E-04 -0.965411425    
   2.91512028E-04 -0.964937747    
   2.94359517E-04 -0.964468598    
   2.97181803E-04 -0.964003861    
   2.99979554E-04 -0.963543355    
   3.02753440E-04 -0.963087082    
   3.05504102E-04 -0.962634802    
   3.08232004E-04 -0.962186515    
   3.10937903E-04 -0.961742043    
   3.13622237E-04 -0.961301327    
   3.16285499E-04 -0.960864305    
   3.18928214E-04 -0.960430801    
   3.21550906E-04 -0.960000813    
   3.24154011E-04 -0.959574223    
   3.26737965E-04 -0.959150910    
   3.29303206E-04 -0.958730876    
   3.31850111E-04 -0.958314002    
   3.34379147E-04 -0.957900286    
   3.36890662E-04 -0.957489550    
   3.39385006E-04 -0.957081795    
   3.41862498E-04 -0.956676900    
   3.44323606E-04 -0.956274867    
   3.46768560E-04 -0.955875635    
   3.49197682E-04 -0.955479145    
   3.51611350E-04 -0.955085337    
   3.54009884E-04 -0.954694092    
   3.56393459E-04 -0.954305470    
   3.58762394E-04 -0.953919351    
   3.61117010E-04 -0.953535676    
   3.63457541E-04 -0.953154385    
   3.65784246E-04 -0.952775538    
